Date,Links,Title,Outlets,Country,Disinformation,Information,claim_text,claim_language,gold_label,source,id
06.02.2020,/report/the-eu-practises-censorship-and-war-propaganda-against-russia,The EU practises censorship and war propaganda against Russia,Sputnik Germany,"Estonia,Russia","The EU practises censorship and war propaganda against Russia. There is “censorship” and “war propaganda” in the EU and it is suspected that a “scheme” behind it is to be tested first in Estonia. (…) What’s going on right now is real censorship. But censorship is prohibited in Estonia by the constitution. (…) In January, the biggest NATO manoeuvre since the end of the Cold War began, Defender Europe 2020. This too is justified by the danger from the East. “This is war propaganda. We (Sputnik Estonia) do propaganda too, but in a way that we propagate good neighbourly relations between Russia and Estonia.”","Recurring pro-Kremlin disinformation narrative about the undemocratic EU and European values. It also contains recurring pro-Kremlin narratives about the West's deliberate anti-Russian activities, double standards and about Russophobia in the Baltic states. This claim tries to show sanctions against Russia, due to its illegal actions in Ukraine, as unfair persecution against Sputnik and its employees and against media freedom in general. Estonia ranks 11th in the Reporters without Borders Press freedom index. Estonia has not blocked Sputnik Estonia's website. The Minister of Foreign Affairs, Urmas Reinsalu has emphasised that Estonia has not taken any measures against the portal's media content: ""They are financial sanctions aimed at economic activity. I believe it to be justified. We have notified the European Commission's Legal Service. European agencies have said in the Commission that steps taken by Estonia in exercising sanctions policy are warranted."" Article 2 of the Council Regulation (EU) No 269/2014 on the territorial integrity of Ukraine foresees freezing the assets of Dmitry Kiselyov, the Director-General of Rossiya Segodnya. As a result, Estonian banks froze accounts of Rossiya Segodnya and the Financial Intelligence Unit informed persons employed or contracted by Rossiya Segodnya that knowingly working for or providing services to a sanctioned person was forbidden. Sputnik was created by a Presidential decree with the aim to “report on the state policy of Russia abroad”. Numerous reports have described how top managers from all the large government-controlled outlets and some influential private media attend weekly meetings where ""media managers receive guidelines that 'help' them not to overstep the Kremlin’s so-called 'double white lines'."" The EU vs Disinfo team has found 49 different Sputnik websites from all over the world and 31 of them are represented in the Disinformation cases database. Moreover, there is no ""war propaganda"" against Russia in Western media; Exercise Defender-Europe 2020 poses no threat to Russia. Western media represent a wide range of opinions and do not follow a single editorial policy on any given topic. The freest countries in terms of press freedom are predominantly European countries, including Norway, Finland, Sweden, Netherlands, Denmark, Switzerland, Belgium, Estonia, Portugal, Germany. See similar cases alleging that suspension of Sputnik Estonia is censorship and that the West wages information war against Russia.","The EU practises censorship and war propaganda against Russia. There is “censorship” and “war propaganda” in the EU and it is suspected that a “scheme” behind it is to be tested first in Estonia. (…) What’s going on right now is real censorship. But censorship is prohibited in Estonia by the constitution. (…) In January, the biggest NATO manoeuvre since the end of the Cold War began, Defender Europe 2020. This too is justified by the danger from the East. “This is war propaganda. We (Sputnik Est",estonian_native,fake,euvsdisinfo-native,et_6968
03.02.2020,/report/pace-manifests-double-standards,PACE manifests double standards,ru.armeniasputnik.am,"Estonia,Russia","The report on the freedom of journalists is biased and has become a manifestation of PACE’s double standards. Outrageous violations of journalists’ rights in Estonia and Ukraine remained ignored by the report. During the PACE session, a press conference was organised by Executive Director of Russia Today and Sputnik Estonia’s Chief Editor. However, their speech was not reflected in the report, but an attempt to offend Russia was made.","This is a recurring pro-Kremlin disinformation narrative about the Council of Europe, attempting to undermine the institution, as well as a recurring pro-Kremlin narrative about the West's deliberate anti-Russian activities, Russophobia and double standards. The Council of Europe is an international organisation whose stated aim is to uphold human rights, democracy, and the rule of law in Europe. The Council of Europe is not ""anti"" any country, nor does the PACE offend anyone. PACE resolutions aim at resolving existing problems and cannot be considered as steps against the country concerned. During the PACE winter session, the executive director of Russia Today and editor-in-chief of Sputnik Estonia claimed without evidence that there is no freedom of speech in Estonia, but rather total censorship. However, in resolution N2317, the Assembly noted that in fact the Russian Federation should ""address the problem of violence against journalists, including murders, physical attacks and threats, arrests, imprisonment, on-line harassment"", ""prevent police violence against journalists, as has happened during July-August 2019 demonstrations in Moscow"" and ""review the terms of reference of the Russian federal media regulator, Roskomnadzor, to limit its excessive power in the monitoring and censorship of the media, including on-line media; the blocking of independent media outlets without any warning or explanation, as recently happened to the Fergana news website, is an action amounting to censorship that is incompatible with the freedom of the media"". See similar cases claiming that the West practices double standards when dealing with Russia, that PACE is a propagandistic assembly that deals with Russophobia at all levels, that the Council of Europe is a completely meaningless and absolutely anti-Russian organisation, and that the Council of Europe is Russophobic and rulings from the Strasbourg Court are anti-Russian.","The report on the freedom of journalists is biased and has become a manifestation of PACE’s double standards. Outrageous violations of journalists’ rights in Estonia and Ukraine remained ignored by the report. During the PACE session, a press conference was organised by Executive Director of Russia Today and Sputnik Estonia’s Chief Editor. However, their speech was not reflected in the report, but an attempt to offend Russia was made.",estonian_native,fake,euvsdisinfo-native,et_7007
03.02.2020,/report/tartu-peace-treaty-is-null-and-void,Tartu Peace Treaty is null and void,"tass.ru, kp.ru",Estonia,"The statements of a number of Estonian politicians that the Tartu Peace Treaty continues to be valid are null and void from a legal point of view. We have repeatedly emphasized that the contract is not in the register of existing UN international treaties. Therefore, from a legal point of view, all these arguments of the Estonian side on the continuation of the document are absolutely insignificant. Such statements are made in order to maintain “the immediate interests of the part of the political elite of Estonia, which is stimulated from the outside”, to maintain tension in relations between Moscow and Tallinn.","The peace treaty between the Republic of Estonia and Soviet Russia was signed on 2 February 1920, and it ended the Estonian War of Independence that had lasted for nearly a year and a half. According to the treaty, Russia recognised Estonian independence de jure, renouncing voluntarily “for ever all rights of sovereignty formerly held by Russia over the Estonian people and territory”. It also established Estonia’s eastern border. To this day the section 122 of the constitution of Estonia reads: ""The land border of Estonia is determined by the Tartu Peace Treaty of 2 February 1920 and by other international border agreements."" Thus Estonia regards the Tartu Peace Treaty very much in effect. ""Attempts by Russia to falsify history by denying the annexation of Estonia constitutes vindication of the policy of spheres of influence and the violence of totalitarian regimes and is condemned by the Republic of Estonia,"" Minister of Foreign Affairs Urmas Reinsalu said. Minister Reinsalu also remarked that the Tartu Treaty is considered valid to this day, and is linked to the concepts of the illegal annexation of Estonia and the restoration of the country’s sovereignty. The claim about outside stimulation to maintain tensions between Moscow and Tallinn is a great example of ""under the control of"" narrative hinting Estonia is not really sovereign. Similar examples include Americans need to keep the Europeans under their tight control, and Ukraine has been under systematic external control. In the context of Soviet Russia recognizing the independence of the Republic of Estonia in perpetuity, it should also be noted that in 1944 Estonia did not join the Soviet Union but was rather invaded, occupied and annexed. Estonia regained independence in 1991, and Russian troops finally withdrew from Estonia in 1994.","The statements of a number of Estonian politicians that the Tartu Peace Treaty continues to be valid are null and void from a legal point of view. We have repeatedly emphasized that the contract is not in the register of existing UN international treaties. Therefore, from a legal point of view, all these arguments of the Estonian side on the continuation of the document are absolutely insignificant. Such statements are made in order to maintain “the immediate interests of the part of the politic",estonian_native,fake,euvsdisinfo-native,et_7011
03.02.2020,/report/when-it-comes-to-russia-europe-does-not-adhere-to-values,"When it comes to Russia, Europe does not adhere to values",ru.armeniasputnik.am,"Estonia,Russia","The Parliamentary Assembly of the Council of Europe coolly responded to the situation around Sputnik Estonia. When it comes to Russia, Europe does not consider it necessary to adhere to values. Europeans most likely understand that this is a part of big politics. A big process, and not just a whim of the Estonian authorities.","Recurring pro-Kremlin disinformation narrative on the undemocratic EU and on the failed European values. As well as a recurring pro-Kremlin narrative about the West's deliberate anti-Russian activities and double standards. The message also contents a narrative about big conspiracy, claiming that there is a shadow policy towards Russia, and countries obediently follow that. During the PACE winter session, the executive director of Russia Today and editor-in-chief of Sputnik Estonia claimed that there is no freedom of speech in Estonia, there is total censorship. However, in resolution N2317, the Assembly noted that the Russian Federation should ""address the problem of violence against journalists, including murders, physical attacksand threats, arrests, imprisonment, on-line harassment"", ""prevent police violence against journalists, as has happened during July-August 2019 demonstrations in Moscow"" and ""review the terms of reference of the Russian federal media regulator, Roskomnadzor, to limit its excessive power in the monitoring and censorship of the media, including on-line media; the blocking of independent media outlets without any warning or explanation, as recently happened to the Fergana news website, is an action amounting to censorship that is incompatible with the freedom of the media"". Read similar cases, claiming that the EU is a deeply undemocratic construct, and the EU is built on anti-European values, Russia is real Europe.","The Parliamentary Assembly of the Council of Europe coolly responded to the situation around Sputnik Estonia. When it comes to Russia, Europe does not consider it necessary to adhere to values. Europeans most likely understand that this is a part of big politics. A big process, and not just a whim of the Estonian authorities.",estonian_native,fake,euvsdisinfo-native,et_7014
02.02.2020,/report/the-us-defender-2020-military-manoeuvre-is-explicitly-directed-against-russia,The US Defender 2020 military manoeuvre is explicitly directed against Russia,RT Germany - YouTube,"Poland,Germany,Lithuania,Estonia,Latvia","The US Defender 2020 military manoeuvre, with Germany as the logistical hub, is explicitly directed against Russia. The exercise is a mistake, the West is in a phase where it has to approach Russia because it needs Russia to solve the global problems in the Middle East and in North Africa. These problems are much more acute than the problems in Ukraine. But unfortunately, a large part of the German leadership elite today is of the opinion that everything possible must be done to show solidarity with the Poles and the Balts.","Recurring pro-Kremlin disinformation narrative about the West/ NATO threatening or encircling Russia and the US-led military exercise ""Defender-Europe 2020"", which is not aimed or targeted at Russia. US Major General Andrew Rohling Deputy Commanding General for the US Army in Europe, informs that the US-led exercise ""Defender 2020"" is an American exercise with 18 NATO partner countries. Rohling emphasises that the aim of the exercise is not to target any country, but rather to test strategic readiness and how to react to a crisis. Exercise Defender-Europe 2020 is the deployment of a division-size combat-credible force from the United States to Europe, the drawing of equipment and the movement of personnel and equipment across the Atlantic to various training areas in Europe, like Germany and Poland. With US Defender Europe 2020, the 18 participating NATO-countries are therefore practising procedures to ensure and demonstrate the ability to relocate and also to confirm the alliance's commitment to supporting and, in particular, to show the United States' commitment to Europe's security. There are 37,000 participants - of which up to 20,000 from the USA are to be relocated to Europe - and takes place from January to May 2020. U.S. service members will then spread out across the region to establish intermediate staging bases with multinational forces and participate in various annual exercises. For more information about the exercise: US Army Europe Website and Factsheet about Defender 2020 and updates from the Bundeswehr (German Army).","The US Defender 2020 military manoeuvre, with Germany as the logistical hub, is explicitly directed against Russia. The exercise is a mistake, the West is in a phase where it has to approach Russia because it needs Russia to solve the global problems in the Middle East and in North Africa. These problems are much more acute than the problems in Ukraine. But unfortunately, a large part of the German leadership elite today is of the opinion that everything possible must be done to show solidarity ",estonian_native,fake,euvsdisinfo-native,et_7021
31.01.2020,/report/russian-media-example-objective-reporting-wwii-events,Russian-language media are an example of objective reporting on WWII events,es.news-front.info,"Poland,Lithuania,Estonia,Russia,Latvia","Russian language media are an example of precise and objective reporting on WWII events, compared to media in the Baltic States, Poland and some other Eastern European countries who openly distort the truth about the war.","This case is part of the ongoing Russian disinformation campaign to present the Kremlin’s version of World War II which portrays the Red Army as liberators from the Nazis while ignoring the impact of the Soviet occupation of Eastern Europe, denouncing references to it as ‘revisionism’. Russian media have been playing a part of this scheme of disinformation on WWII for a long time now. You can see other examples of this disinformation narratives in our dabatase, such as denounciations of the European Parliament for its alleged attempts to demonise Russia, or accusations of revisionism against Poland and the Baltics which aim to hide their own cooperation with Nazi Germany and the Polish responsibility for the outbreak of WWII with the objective of obtaining economic benefits, or that it does not wish to condemn anti-Semitism, to weaken Russia’s stance on the international stage and ultimately, to destroy Russia.","Russian language media are an example of precise and objective reporting on WWII events, compared to media in the Baltic States, Poland and some other Eastern European countries who openly distort the truth about the war.",estonian_native,fake,euvsdisinfo-native,et_7032
28.01.2020,/report/russian-journalists-are-being-repressed-in-latvia-lithuania-estonia-poland-germany-france-and-the-uk,"Russian journalists are being repressed in Latvia, Lithuania, Estonia, Poland, Germany, France and the UK",ru.armeniasputnik.am,"UK,France,Poland,Germany,Lithuania,Estonia,Latvia","Russian journalists are being repressed in Latvia, Lithuania, Estonia, Poland, Germany, France and the UK. We are talking about systematic deprivation of accreditation, immediate threats, including criminal prosecution, exclusion from the events. Only because these people decided to choose the Sputnik.","Sputnik was created by a Presidential decree with the aim to “report on the state policy of Russia abroad”. Numerous reports have described how top managers from all the large government-controlled outlets and some influential private media attend the weekly meetings where ""media managers receive guidelines that 'help' them not to overstep the Kremlin’s so-called 'double white lines'."" In all of the mentioned countries Sputnik and RT are being accused of spreading disinformation, violating copyrights, acting as a propaganda instrument. Here are some examples. In Estonia, Sputnik is represented as a victim of unprecedented persecution. This kind of statements were debunked several times. Read here. The steps taken by Estonia are based on the Article 2 of the Council Regulation (EU) No 269/2014 on the territorial integrity of Ukraine that foresees freezing the assets of Dmitry Kiselyov, the Director-General of Rossija Segodnya. Lithuania is claimed to follow totalitarian laws, while Sputnik fights against intolerance. This came as in mid-2019 a court in Vilnius ruled on blocking Sputnik Lithuania over copyright issues. Broadcasting service (LRT) approached the Radio and Telecommunications Committee and pointed out in a statement that Sputnik had illegally used LRT materials at least 1464 times in violation of copyrights. Lithuanian Sputnik had continued to distribute illegal material and had not reacted to repeated requests by the National Broadcasting service to stop the abuse of copyright infringement. In Latvia, in 2016, Latvia's domain registry shut the website of Sputnik Latvia after receiving a letter of concern from the Latvian Foreign Ministry, which drew attention to Sputnik's coverage of Ukraine and routine denial of the embattled nation's territorial integrity. In July 2019, Latvian authorities blocked access to the online portal baltnews.lv, owned by Rossiya Segodnya. In the UK, in 2019, Russia's RT and Sputnik news agencies have been banned from attending a conference on media freedom in London for playing an ""active role in spreading disinformation"". In July of the same year, RT received a fine of 20,000 British pounds from the British regulator OFCOM ""for serious failures to comply with our broadcasting rules"". Talking about France, Sputnik insisted that French society needs high-quality journalism, that they deliver, that is why they are being harassed. In reality, the French broadcasting regulator, the Conseil Supérieur de l’Audiovisuel (CSA), issued a warning to RT over a falsified report contesting the use of chemical weapons against Syrian civilians. Read about the situation with Sputnik and RT in France here. In Germany, it is claimed that there's a long-standing campaign to discredit Russian media. Government spokesman Steffen Seibert reacted to these accusations: ""Anyone who makes such absurd allegations in the world has little knowledge of Germany and little idea of freedom of the press,"" said government spokesman Seibert. German authorities emphasized, that the Russian government is expanding its media offerings in Germany in order to increase its influence. State enterprises are disguised as independent media to hide the fact that they belong to the Russian state. The most important of these are the Internet channel RT Deutsch and the Sputnik news agency. Europe has been working to expose Kremlin-backed propaganda campaigns for years. EU countries develope new legislative norms to counter disinformation flow. As European Commission Vice President Věra Jourová said: ""We are not seeking one magical instrument that will solve the problem,"" adding that the EU was looking to come up with cross-sector strategies to counter disinformation campaigns. The EU vs Disinfo team has found 49 different Sputnik websites from all over the world and 31 of them are in the Disinformation cases database, meaning those outlets have been reported publishing disinformation.","Russian journalists are being repressed in Latvia, Lithuania, Estonia, Poland, Germany, France and the UK. We are talking about systematic deprivation of accreditation, immediate threats, including criminal prosecution, exclusion from the events. Only because these people decided to choose the Sputnik.",estonian_native,fake,euvsdisinfo-native,et_7065
28.01.2020,/report/there-is-no-freedom-of-speech-in-estonia-but-an-absolute-censorship,"There is no freedom of speech in Estonia, but an absolute censorship",ru.armeniasputnik.am,Estonia,"Total chaos is happening in Estonia. There is no freedom of speech in this European country. There is absolute censorship, although it is banned in Estonia. Authorities do not react to the situation. At the same time, a significant part of Sputnik Estonia employees are citizens of this country.","This claim tries to show sanctions against Russia, due to its illegal actions in Ukraine, as unfair persecution against Sputnik and its employees, and against media freedom in general. Estonia is on the 11th place of Reporters without Borders Press freedom index. Regarding censorship, Estonia has not blocked Sputnik Estonia's website and it is accessible. The Minister of Foreign Affairs Urmas Reinsalu has emphasized that Estonia has not taken any measures against the portal's media content: ""They are financial sanctions aimed at economic activity. I believe it to be justified. We have notified the European Commission's Legal Service. European agencies have said in the Commission that steps taken by Estonia in exercising sanctions policy are warranted."" The Article 2 of the Council Regulation (EU) No 269/2014 on the territorial integrity of Ukraine foresees freezing the assets of Dmitry Kiselyov, the Director-General of Rossija Segodnya. According to the articles of association of the company, the Director-General has the right to decide upon opening bank accounts and carry out invoicing. This corresponds to the condition ""having the right to use all or part of the assets of a legal person or entity"" in the EU Best Practices for the effective implementation of restrictive measures. Furthermore, claims that the Estonian laws only foresee asset freezing for people on an EU personal sanctions list is incorrect. ""This means that if Rossiya Segodnya, which is controlled by Dmitry Kiselyov, against whom sanctions have been imposed, has assets in Estonia, they must be frozen and access must not be given to funds or economic resources, that is provide services that would enable Rossiya Segodnya to do business. When it comes to Estonia, this prohibition applies to people operating in the territory of Estonia,"" head of anti-money laundering authority the Financial Intelligence Unit (FIU), Madis Reimand, said. The EU vs Disinfo team has found 49 different Sputnik websites from all over the world and 31 of them are in the Disinformation cases database, meaning those outlets have been reported publishing disinformation. Sputnik Estonia is represented in that database both in Estonian and in Russian languages. Similar cases about Sputnik Estonia can be read here.","Total chaos is happening in Estonia. There is no freedom of speech in this European country. There is absolute censorship, although it is banned in Estonia. Authorities do not react to the situation. At the same time, a significant part of Sputnik Estonia employees are citizens of this country.",estonian_native,fake,euvsdisinfo-native,et_7069
24.01.2020,/report/poland-baltic-states-and-ukraine-are-russophobic-and-anti-semitic,"Poland, Baltic states and Ukraine are Russophobic and anti-Semitic",ru.armeniasputnik.am,"Poland,Germany,Lithuania,Estonia,Baltic states,Ukraine,Russia,Latvia","It is not surprising that the events dedicated to the Holocaust victims memory were not honoured by the presidents of Poland, Baltic countries, and Ukraine. Volodimir Zelenskyy came to Israel but did not go to the world forum to combat anti-Semitism. The point here is not only the long-standing anti-Semitism common in these countries. All these states are infected with Russophobia. They are trying to present the defeat of Nazi Germany as a simple change of one occupation to another – German to Soviet. The thesis of a “war on two fronts,” against the “two totalitarian regimes” unites Warsaw and Vilnius, Riga and Tallinn. Kyiv joined them as well.","A recurrent pro-Kremlin narrative on anti-Semitism and Russophobia. An attempt to depict EU member states and Ukraine as anti-Semitic. Anti-Semitism is a tragic part of European history, and few countries can claim to have never hosted anti-Semitic sentiment. There is also no doubt that the manifestations of anti-Semitism still can be encountered in the European public discourse. EU and all member states have at several occasions clearly denounced anti-Semitism and committed to combating it. Regarding Ukraine, the National Minorities Monitoring Group of Ukraine informs that there have been no acts of anti-Semitic violence in Ukraine and relatively small anti-Semitic vandalism in the last two years. The Group’s monitoring has found that ""there is no antisemitic violence in Ukraine and that Ukrainian Jews are not confronted with direct physical danger."" ""However, some anti-Semitic vandalism occurs, such as the desecration of graves, synagogues and memorials to victims of the Holocaust. In 2018, there were 12 such cases, which is half of the previous year."" In general, the Group concludes that the number of vandalism cases has decreased over recent years. The report of the Israeli Government for 2018 confirms these conclusions. The report does not mention any examples of violence against Jews in Ukraine in 2018. It has also underlined the significant decrease in the number of acts of vandalism. The report also states that some of the cases that were reported in the media ""might have been created artificially to damage the international image of Ukraine."" According to the Pew Research Centre, the level of anti-Semitism in Ukraine is one of the smallest among countries of Central and Eastern Europe. Check further debunking by StopFake. As for the Baltic States, the accusation of ignoring the commemoration of the Holocaust victims is a recurring disinformation narrative. Lithuanian and Latvian presidents attended the ceremony to commemorate the victims of Holocaust in Poland. Lithuanian and Latvian speakers of parliament attended the forum in Jerusalem. Read our past stories about Russophobia in the Baltic states and elsewhere The “Russophobia” Myth: Appealing to the Lowest Feelings and see similar disinformation cases alleging that Russophobia is the main activity of the Latvian state, that Latvia is a US vassal state, that Russophobic Lithuania plans to tear Belarus away from Russia by dragging it into the Western energy network, and that Russophobe and fascist Estonia persecutes the participants of the “Immortal Regiment” procession.","It is not surprising that the events dedicated to the Holocaust victims memory were not honoured by the presidents of Poland, Baltic countries, and Ukraine. Volodimir Zelenskyy came to Israel but did not go to the world forum to combat anti-Semitism. The point here is not only the long-standing anti-Semitism common in these countries. All these states are infected with Russophobia. They are trying to present the defeat of Nazi Germany as a simple change of one occupation to another – German to S",estonian_native,fake,euvsdisinfo-native,et_7117
22.01.2020,/report/baltic-states-are-under-nato-occupation,Baltic states are under NATO occupation,Geopolitica.ru - Italian,"Lithuania,Estonia,Baltic states,Russia,Latvia",Baltic states are under NATO occupation.,"Recurring pro-Kremlin narrative claiming that the Baltic states are under the US and/or NATO control. This narrative aims at undermining the sovereignty of the Baltic States. A related recurring pro-Kremlin narrative claims that NATO is a tool used by the US to control the policies of European states. Lithuania, Latvia and Estonia made a sovereign decision to become part of NATO, joining on the 29th of March 2004. NATO is a political and military alliance, and NATO member states make sovereign decisions about their own security. NATO and US military presence in these states is possible only on the basis of the clear consent of the hosting nation. NATO decisions are made by consensus, after discussion and consultation among member countries. Lost sovereignty is one of the most common pro-Kremlin propaganda narratives. Pro-Kremlin disinformation sources like to claim that certain countries are no longer truly sovereign. Examples of this narrative are numerous: Ukraine is ruled by foreigners, the Baltic states are not really countries, the EU is directed by Washington. Read here similar cases claiming that Lithuania is temporarily NATO-occupied territory ruled by non-Lithuanians, that Eastern European countries in NATO are under Washington’s political and military control, that the US views the Baltic states not as independent countries but as a NATO springboard for conducting a military attack against Belarus and Russia, and that the Baltic states are dying because they chose not to be with Russia.",Baltic states are under NATO occupation.,estonian_native,fake,euvsdisinfo-native,et_7130
17.01.2020,/report/the-sanctions-put-on-dmitry-kiselev-do-not-concern-the-rt-agency,The sanctions put on Dmitry Kiselyov do not concern the RT agency,Sputnik Azerbaijan - Russian,"Estonia,Russia","Tallinn justified its actions [towards Russia Today and Sputnik Estonia] by fulfilling the sanctions that the EU imposed in March 2014 against some Russian individuals and legal entities, including Dmitry Kiselev, general director of the MIA Russia Today. However, the agency (RT) is not affected by these measures.","Recurring pro-Kremlin disinformation narrative painting Western governments as hostile toward ""alternative voices"" in the media, particularly Russian ones. The steps taken by Estonia are based on the Article 2 of the Council Regulation (EU) No 269/2014 on the territorial integrity of Ukraine that foresees freezing the assets of Dmitry Kiselyov, the Director-General of Rossija Segodnya. According to the articles of association of the company, the Director General has the right to decide upon opening bank accounts and carry out invoicing. This corresponds to the condition ""having the right to use all or part of the assets of a legal person or entity"" in the EU Best Practices for the effective implementation of restrictive measures. Furthermore, claims that the Estonian laws only forsees asset freezing for people on an EU personal sanctions list is incorrect. ""This means that if Rossiya Segodnya, which is controlled by Dmitry Kiselyov, against whom sanctions have been imposed, has assets in Estonia, they must be frozen and access must not be given to funds or economic resources, that is provide services that would enable Rossiya Segodnya to do business. When it comes to Estonia, this prohibition applies to people operating in the territory of Estonia,"" head of anti-money laundering authority the Financial Intelligence Unit (FIU) Madis Reimand said. In 2015, Barclays bank closed the account used by the agency in the UK. In 2016, Latvia's domain registry shut the website of Sputnik Latvia after receiving a letter of concern from the Latvian Foreign Ministry, which drew attention to Sputnik's coverage of Ukraine and routine denial of the embattled nation's territorial integrity. In July 2019, Latvian authorities blocked access to the online portal baltnews.lv, owned by Rossiya Segodnya, because of the EU sanctions. In mid-2019, a court in Vilnius ruled on blocking Sputnik Lithuania over copyright issues. Estonia is on the 11th place of Reporters without Borders Press freedom index. Estonia has not blocked Sputnik Estonia's website, it is accessible and operational. The Minister of Foreign Affairs Urmas Reinsalu has emphasized that Estonia has not taken any measures against the portal's media content: ""They are financial sanctions aimed at economic activity. I believe it to be justified. We have notified the European Commission's Legal Service. European agencies have said in the Commission that steps taken by Estonia in exercising sanctions policy are warranted."" Sputnik was created by a Presidential decree with the aim to “report on the state policy of Russia abroad”. Numerous reports have described how top managers from all the large government-controlled outlets and some influential private media attend the weekly meetings where ""media managers receive guidelines that “help” them not to overstep the Kremlin’s so-called “double white lines”"". The EU vs Disinfo team has found 49 different Sputnik websites from all over the world and 31 of them are represented in the Disinformation cases database. Sputnik Estonia is represented in that database both in Estonian and in Russian languages.","Tallinn justified its actions [towards Russia Today and Sputnik Estonia] by fulfilling the sanctions that the EU imposed in March 2014 against some Russian individuals and legal entities, including Dmitry Kiselev, general director of the MIA Russia Today. However, the agency (RT) is not affected by these measures.",estonian_native,fake,euvsdisinfo-native,et_7178
16.01.2020,/report/the-eu-intentionally-destroyed-economies-of-the-baltic-states,The EU intentionally destroyed economies of the Baltic states,Sonar2050,"Lithuania,Estonia,Latvia",The Baltic states are facing demographic catastrophe because its youth emigrated. This happened as a result of the EU’s deliberate destruction of the Baltic states’ economies.,"This is a conspiracy theory and propagandistic claim aimed at discrediting the EU and its economic policies and to ridicule the Baltic states by exacerbating the demographic decline that they face. In fact, many other eastern European countries experience a population decline, including Russia. Economies of the Baltic states during their EU membership grew at a much higher rate than Eurozone economies. Although the GDP per capita in the Baltic states remains below the EU average, it has been rapidly approaching the average. For instance, this indicator for Estonia stood at 54% when the country joined the EU and increased to 77% by 2017. The economic situation of all three Baltic states is rather positive and demonstrates one of the leading economic growth indicators in the EU. The dynamics within the last years can be seen here. Although Lithuania did encounter large emigration flows, the trend is slowly reversing with an increasing number of Lithuanians coming back. A similar trend is observed in Latvia. However, the trend is absolutely the opposite in Estonia, where already for the third year in a row in 2018, immigration exceeds emigration. Read earlier disinformation cases alleging that the Baltic states are dying because they chose not to be with Russia, that Lithuania will be depopulated in 20 years.",The Baltic states are facing demographic catastrophe because its youth emigrated. This happened as a result of the EU’s deliberate destruction of the Baltic states’ economies.,estonian_native,fake,euvsdisinfo-native,et_7195
16.01.2020,/report/suspension-of-sputnik-estonia-is-censorship,Suspension of Sputnik Estonia is censorship,ru.armeniasputnik.am,Estonia,Residents of Estonia decided that the suspension of Sputnik is censorship. These were viewers who watched a discussion program on the Estonian TV channel ETV+ on sanctions against the agency. Political and economic sanctions against journalists are censorship.,"Estonia is on the 11th place of Reporters without Borders Press freedom index. Estonia has not blocked Sputnik Estonia's website and it is accessible. The Minister of Foreign Affairs Urmas Reinsalu has emphasized that Estonia has not taken any measures against the portal's media content: ""They are financial sanctions aimed at economic activity. I believe it to be justified. We have notified the European Commission's Legal Service. European agencies have said in the Commission that steps taken by Estonia in exercising sanctions policy are warranted."" The steps taken by Estonia are based on the Article 2 of the Council Regulation (EU) No 269/2014 on the territorial integrity of Ukraine that foresees freezing the assets of Dmitry Kiselyov, the Director-General of Rossija Segodnya. According to the articles of association of the company, the Director-General has the right to decide upon opening bank accounts and carry out invoicing. This corresponds to the condition ""having the right to use all or part of the assets of a legal person or entity"" in the EU Best Practices for the effective implementation of restrictive measures. Furthermore, claims that the Estonian laws only foresee asset freezing for people on an EU personal sanctions list is incorrect. ""This means that if Rossiya Segodnya, which is controlled by Dmitry Kiselyov, against whom sanctions have been imposed, has assets in Estonia, they must be frozen and access must not be given to funds or economic resources, that is provide services that would enable Rossiya Segodnya to do business. When it comes to Estonia, this prohibition applies to people operating in the territory of Estonia,"" head of anti-money laundering authority the Financial Intelligence Unit (FIU), Madis Reimand, said. Sputnik was created by a Presidential decree with the aim to “report on the state policy of Russia abroad”. Numerous reports have described how top managers from all the large government-controlled outlets and some influential private media attend the weekly meetings where ""media managers receive guidelines that 'help' them not to overstep the Kremlin’s so-called 'double white lines'."" The EU vs Disinfo team has found 49 different Sputnik websites from all over the world and 31 of them are represented in the Disinformation cases database. Sputnik Estonia is represented in that database both in Estonian and in Russian languages.",Residents of Estonia decided that the suspension of Sputnik is censorship. These were viewers who watched a discussion program on the Estonian TV channel ETV+ on sanctions against the agency. Political and economic sanctions against journalists are censorship.,estonian_native,fake,euvsdisinfo-native,et_7196
