claim_id,claim_language,gold_label,claim_text,model,instruction_language,raw_response,verdict
4262,hindi,fake,"ये क्या हो गया सच्चा मुसलमान कभी ऐसा नही कर सकता तो इसका मतलब क्या समझा जाये शाहरुख खान सच्चे मुसलमान नही है ओ भी मात्र दो करोड़ रुपये के लिए ..!

",google/gemini-2.5-flash-lite,instruction_hindi,UNCERTAIN,UNCERTAIN
4262,hindi,fake,"ये क्या हो गया सच्चा मुसलमान कभी ऐसा नही कर सकता तो इसका मतलब क्या समझा जाये शाहरुख खान सच्चे मुसलमान नही है ओ भी मात्र दो करोड़ रुपये के लिए ..!

",google/gemini-2.5-flash-lite,instruction_estonian,UNCERTAIN,UNCERTAIN
4262,hindi,fake,"ये क्या हो गया सच्चा मुसलमान कभी ऐसा नही कर सकता तो इसका मतलब क्या समझा जाये शाहरुख खान सच्चे मुसलमान नही है ओ भी मात्र दो करोड़ रुपये के लिए ..!

",deepseek/deepseek-v4-flash,instruction_english,UNCERTAIN,UNCERTAIN
4262,hindi,fake,"ये क्या हो गया सच्चा मुसलमान कभी ऐसा नही कर सकता तो इसका मतलब क्या समझा जाये शाहरुख खान सच्चे मुसलमान नही है ओ भी मात्र दो करोड़ रुपये के लिए ..!

",deepseek/deepseek-v4-flash,instruction_hindi,[API_ERROR: 'NoneType' object has no attribute 'strip'],UNPARSEABLE
4262,hindi,fake,"ये क्या हो गया सच्चा मुसलमान कभी ऐसा नही कर सकता तो इसका मतलब क्या समझा जाये शाहरुख खान सच्चे मुसलमान नही है ओ भी मात्र दो करोड़ रुपये के लिए ..!

",deepseek/deepseek-v4-flash,instruction_estonian,FAKE,FAKE
4394,hindi,fake,असम में एक व्यक्ति ने गाय खरीदी | कई रातें वह कुत्तों के भौकने की आवाज़ सुनता रहा | एक दिन उसने सीसीटीवी कैमरा लगवाया | वह यह देखकर हैरान था की रोज़ रात में एक तेंदुआ गाय के पास आकर बैठता है | उसने गाय ,google/gemini-2.5-flash-lite,instruction_english,REAL,REAL
4394,hindi,fake,असम में एक व्यक्ति ने गाय खरीदी | कई रातें वह कुत्तों के भौकने की आवाज़ सुनता रहा | एक दिन उसने सीसीटीवी कैमरा लगवाया | वह यह देखकर हैरान था की रोज़ रात में एक तेंदुआ गाय के पास आकर बैठता है | उसने गाय ,google/gemini-2.5-flash-lite,instruction_hindi,UNCERTAIN,UNCERTAIN
4394,hindi,fake,असम में एक व्यक्ति ने गाय खरीदी | कई रातें वह कुत्तों के भौकने की आवाज़ सुनता रहा | एक दिन उसने सीसीटीवी कैमरा लगवाया | वह यह देखकर हैरान था की रोज़ रात में एक तेंदुआ गाय के पास आकर बैठता है | उसने गाय ,google/gemini-2.5-flash-lite,instruction_estonian,UNCERTAIN,UNCERTAIN
4394,hindi,fake,असम में एक व्यक्ति ने गाय खरीदी | कई रातें वह कुत्तों के भौकने की आवाज़ सुनता रहा | एक दिन उसने सीसीटीवी कैमरा लगवाया | वह यह देखकर हैरान था की रोज़ रात में एक तेंदुआ गाय के पास आकर बैठता है | उसने गाय ,deepseek/deepseek-v4-flash,instruction_english,FAKE,FAKE
4394,hindi,fake,असम में एक व्यक्ति ने गाय खरीदी | कई रातें वह कुत्तों के भौकने की आवाज़ सुनता रहा | एक दिन उसने सीसीटीवी कैमरा लगवाया | वह यह देखकर हैरान था की रोज़ रात में एक तेंदुआ गाय के पास आकर बैठता है | उसने गाय ,deepseek/deepseek-v4-flash,instruction_hindi,UNCERTAIN,UNCERTAIN
4394,hindi,fake,असम में एक व्यक्ति ने गाय खरीदी | कई रातें वह कुत्तों के भौकने की आवाज़ सुनता रहा | एक दिन उसने सीसीटीवी कैमरा लगवाया | वह यह देखकर हैरान था की रोज़ रात में एक तेंदुआ गाय के पास आकर बैठता है | उसने गाय ,deepseek/deepseek-v4-flash,instruction_estonian,UNCERTAIN,UNCERTAIN
466,hindi,fake,"5 अगस्त को दोपहर सवा 12 बजे प्रधानमंत्री श्री नरेन्द्र मोदी अयोध्या में भगवान श्रीराम के भव्य मंदिर के लिए भूमि पूजन अनुष्ठान करेंगे, इस गौरवमयी अवसर के लिए सज-धज के तैयार है पावन अयोध्या नगरी।।

जय श",google/gemini-2.5-flash-lite,instruction_english,REAL,REAL
466,hindi,fake,"5 अगस्त को दोपहर सवा 12 बजे प्रधानमंत्री श्री नरेन्द्र मोदी अयोध्या में भगवान श्रीराम के भव्य मंदिर के लिए भूमि पूजन अनुष्ठान करेंगे, इस गौरवमयी अवसर के लिए सज-धज के तैयार है पावन अयोध्या नगरी।।

जय श",google/gemini-2.5-flash-lite,instruction_hindi,REAL,REAL
466,hindi,fake,"5 अगस्त को दोपहर सवा 12 बजे प्रधानमंत्री श्री नरेन्द्र मोदी अयोध्या में भगवान श्रीराम के भव्य मंदिर के लिए भूमि पूजन अनुष्ठान करेंगे, इस गौरवमयी अवसर के लिए सज-धज के तैयार है पावन अयोध्या नगरी।।

जय श",google/gemini-2.5-flash-lite,instruction_estonian,FAKE,FAKE
466,hindi,fake,"5 अगस्त को दोपहर सवा 12 बजे प्रधानमंत्री श्री नरेन्द्र मोदी अयोध्या में भगवान श्रीराम के भव्य मंदिर के लिए भूमि पूजन अनुष्ठान करेंगे, इस गौरवमयी अवसर के लिए सज-धज के तैयार है पावन अयोध्या नगरी।।

जय श",deepseek/deepseek-v4-flash,instruction_english,REAL,REAL
466,hindi,fake,"5 अगस्त को दोपहर सवा 12 बजे प्रधानमंत्री श्री नरेन्द्र मोदी अयोध्या में भगवान श्रीराम के भव्य मंदिर के लिए भूमि पूजन अनुष्ठान करेंगे, इस गौरवमयी अवसर के लिए सज-धज के तैयार है पावन अयोध्या नगरी।।

जय श",deepseek/deepseek-v4-flash,instruction_hindi,REAL,REAL
466,hindi,fake,"5 अगस्त को दोपहर सवा 12 बजे प्रधानमंत्री श्री नरेन्द्र मोदी अयोध्या में भगवान श्रीराम के भव्य मंदिर के लिए भूमि पूजन अनुष्ठान करेंगे, इस गौरवमयी अवसर के लिए सज-धज के तैयार है पावन अयोध्या नगरी।।

जय श",deepseek/deepseek-v4-flash,instruction_estonian,REAL,REAL
3509,hindi,fake,"राहुल गाँधी की जीत के बाद पाकिस्तान के झंडे लहराए गए |

",google/gemini-2.5-flash-lite,instruction_english,FAKE,FAKE
3509,hindi,fake,"राहुल गाँधी की जीत के बाद पाकिस्तान के झंडे लहराए गए |

",google/gemini-2.5-flash-lite,instruction_hindi,FAKE,FAKE
3509,hindi,fake,"राहुल गाँधी की जीत के बाद पाकिस्तान के झंडे लहराए गए |

",google/gemini-2.5-flash-lite,instruction_estonian,UNCERTAIN,UNCERTAIN
3509,hindi,fake,"राहुल गाँधी की जीत के बाद पाकिस्तान के झंडे लहराए गए |

",deepseek/deepseek-v4-flash,instruction_english,FAKE,FAKE
3509,hindi,fake,"राहुल गाँधी की जीत के बाद पाकिस्तान के झंडे लहराए गए |

",deepseek/deepseek-v4-flash,instruction_hindi,FAKE,FAKE
3509,hindi,fake,"राहुल गाँधी की जीत के बाद पाकिस्तान के झंडे लहराए गए |

",deepseek/deepseek-v4-flash,instruction_estonian,FAKE,FAKE
2380,hindi,fake,गृह मंत्री अमित शाह की कोरोना रिपोर्ट अब नेगेटिव आई है। यानी वे अब पूरी तरह ठीक हो चुके हैं।,google/gemini-2.5-flash-lite,instruction_english,REAL,REAL
2380,hindi,fake,गृह मंत्री अमित शाह की कोरोना रिपोर्ट अब नेगेटिव आई है। यानी वे अब पूरी तरह ठीक हो चुके हैं।,google/gemini-2.5-flash-lite,instruction_hindi,UNCERTAIN,UNCERTAIN
2380,hindi,fake,गृह मंत्री अमित शाह की कोरोना रिपोर्ट अब नेगेटिव आई है। यानी वे अब पूरी तरह ठीक हो चुके हैं।,google/gemini-2.5-flash-lite,instruction_estonian,UNCERTAIN,UNCERTAIN
2380,hindi,fake,गृह मंत्री अमित शाह की कोरोना रिपोर्ट अब नेगेटिव आई है। यानी वे अब पूरी तरह ठीक हो चुके हैं।,deepseek/deepseek-v4-flash,instruction_english,FAKE,FAKE
2380,hindi,fake,गृह मंत्री अमित शाह की कोरोना रिपोर्ट अब नेगेटिव आई है। यानी वे अब पूरी तरह ठीक हो चुके हैं।,deepseek/deepseek-v4-flash,instruction_hindi,[API_ERROR: 'NoneType' object has no attribute 'strip'],UNPARSEABLE
2380,hindi,fake,गृह मंत्री अमित शाह की कोरोना रिपोर्ट अब नेगेटिव आई है। यानी वे अब पूरी तरह ठीक हो चुके हैं।,deepseek/deepseek-v4-flash,instruction_estonian,REAL,REAL
153,english,fake,"Naseeruddin Shah's health also deteriorated, admitted to hospital. Oh God, don't give any such news now because you have the capacity to bear it, may God give you a long life.",google/gemini-2.5-flash-lite,instruction_english,UNCERTAIN,UNCERTAIN
153,english,fake,"Naseeruddin Shah's health also deteriorated, admitted to hospital. Oh God, don't give any such news now because you have the capacity to bear it, may God give you a long life.",google/gemini-2.5-flash-lite,instruction_hindi,UNCERTAIN,UNCERTAIN
153,english,fake,"Naseeruddin Shah's health also deteriorated, admitted to hospital. Oh God, don't give any such news now because you have the capacity to bear it, may God give you a long life.",google/gemini-2.5-flash-lite,instruction_estonian,UNCERTAIN,UNCERTAIN
153,english,fake,"Naseeruddin Shah's health also deteriorated, admitted to hospital. Oh God, don't give any such news now because you have the capacity to bear it, may God give you a long life.",deepseek/deepseek-v4-flash,instruction_english,UNCERTAIN,UNCERTAIN
153,english,fake,"Naseeruddin Shah's health also deteriorated, admitted to hospital. Oh God, don't give any such news now because you have the capacity to bear it, may God give you a long life.",deepseek/deepseek-v4-flash,instruction_hindi,[API_ERROR: 'NoneType' object has no attribute 'strip'],UNPARSEABLE
153,english,fake,"Naseeruddin Shah's health also deteriorated, admitted to hospital. Oh God, don't give any such news now because you have the capacity to bear it, may God give you a long life.",deepseek/deepseek-v4-flash,instruction_estonian,FAKE,FAKE
2550,english,fake,"A fake Twitter account named Republic Poll is drawing the ire of netizens due to its controversial poll. Many Twitter users, including journalists, consider this account to be the official account of ",google/gemini-2.5-flash-lite,instruction_english,UNCERTAIN,UNCERTAIN
2550,english,fake,"A fake Twitter account named Republic Poll is drawing the ire of netizens due to its controversial poll. Many Twitter users, including journalists, consider this account to be the official account of ",google/gemini-2.5-flash-lite,instruction_hindi,UNCERTAIN,UNCERTAIN
2550,english,fake,"A fake Twitter account named Republic Poll is drawing the ire of netizens due to its controversial poll. Many Twitter users, including journalists, consider this account to be the official account of ",google/gemini-2.5-flash-lite,instruction_estonian,UNCERTAIN,UNCERTAIN
2550,english,fake,"A fake Twitter account named Republic Poll is drawing the ire of netizens due to its controversial poll. Many Twitter users, including journalists, consider this account to be the official account of ",deepseek/deepseek-v4-flash,instruction_english,UNCERTAIN,UNCERTAIN
2550,english,fake,"A fake Twitter account named Republic Poll is drawing the ire of netizens due to its controversial poll. Many Twitter users, including journalists, consider this account to be the official account of ",deepseek/deepseek-v4-flash,instruction_hindi,[API_ERROR: 'NoneType' object has no attribute 'strip'],UNPARSEABLE
2550,english,fake,"A fake Twitter account named Republic Poll is drawing the ire of netizens due to its controversial poll. Many Twitter users, including journalists, consider this account to be the official account of ",deepseek/deepseek-v4-flash,instruction_estonian,[API_ERROR: 'NoneType' object has no attribute 'strip'],UNPARSEABLE
4258,english,fake,"Mahindra attracted the attention of critics after its tweet said that the reusable and washable mask had the ability to ""reduce the virus"". These masks are being manufactured by a company called Livin",google/gemini-2.5-flash-lite,instruction_english,REAL,REAL
4258,english,fake,"Mahindra attracted the attention of critics after its tweet said that the reusable and washable mask had the ability to ""reduce the virus"". These masks are being manufactured by a company called Livin",google/gemini-2.5-flash-lite,instruction_hindi,REAL,REAL
4258,english,fake,"Mahindra attracted the attention of critics after its tweet said that the reusable and washable mask had the ability to ""reduce the virus"". These masks are being manufactured by a company called Livin",google/gemini-2.5-flash-lite,instruction_estonian,REAL,REAL
4258,english,fake,"Mahindra attracted the attention of critics after its tweet said that the reusable and washable mask had the ability to ""reduce the virus"". These masks are being manufactured by a company called Livin",deepseek/deepseek-v4-flash,instruction_english,[API_ERROR: 'NoneType' object has no attribute 'strip'],UNPARSEABLE
4258,english,fake,"Mahindra attracted the attention of critics after its tweet said that the reusable and washable mask had the ability to ""reduce the virus"". These masks are being manufactured by a company called Livin",deepseek/deepseek-v4-flash,instruction_hindi,[API_ERROR: 'NoneType' object has no attribute 'strip'],UNPARSEABLE
4258,english,fake,"Mahindra attracted the attention of critics after its tweet said that the reusable and washable mask had the ability to ""reduce the virus"". These masks are being manufactured by a company called Livin",deepseek/deepseek-v4-flash,instruction_estonian,FAKE,FAKE
4888,english,fake,"28 Corona patients admitted in Agra died in 48 hours.

What a shame for the UP government that an attempt was made to suppress the truth by falsely propagating this model.

Questions were raised on th",google/gemini-2.5-flash-lite,instruction_english,UNSURE,UNPARSEABLE
4888,english,fake,"28 Corona patients admitted in Agra died in 48 hours.

What a shame for the UP government that an attempt was made to suppress the truth by falsely propagating this model.

Questions were raised on th",google/gemini-2.5-flash-lite,instruction_hindi,UNSURE,UNPARSEABLE
4888,english,fake,"28 Corona patients admitted in Agra died in 48 hours.

What a shame for the UP government that an attempt was made to suppress the truth by falsely propagating this model.

Questions were raised on th",google/gemini-2.5-flash-lite,instruction_estonian,UNCERTAIN,UNCERTAIN
4888,english,fake,"28 Corona patients admitted in Agra died in 48 hours.

What a shame for the UP government that an attempt was made to suppress the truth by falsely propagating this model.

Questions were raised on th",deepseek/deepseek-v4-flash,instruction_english,FAKE,FAKE
4888,english,fake,"28 Corona patients admitted in Agra died in 48 hours.

What a shame for the UP government that an attempt was made to suppress the truth by falsely propagating this model.

Questions were raised on th",deepseek/deepseek-v4-flash,instruction_hindi,[API_ERROR: 'NoneType' object has no attribute 'strip'],UNPARSEABLE
4888,english,fake,"28 Corona patients admitted in Agra died in 48 hours.

What a shame for the UP government that an attempt was made to suppress the truth by falsely propagating this model.

Questions were raised on th",deepseek/deepseek-v4-flash,instruction_estonian,FAKE,FAKE
123,english,fake,"great news 

The UP government gave permission to run the buses sent by Congress. #shameful
This is not a train #Modi_T This is not a jam #Priyanka_Gandhi ji has prepared 1000 buses in Uttar Pradesh t",google/gemini-2.5-flash-lite,instruction_english,FAKE,FAKE
123,english,fake,"great news 

The UP government gave permission to run the buses sent by Congress. #shameful
This is not a train #Modi_T This is not a jam #Priyanka_Gandhi ji has prepared 1000 buses in Uttar Pradesh t",google/gemini-2.5-flash-lite,instruction_hindi,FAKE,FAKE
123,english,fake,"great news 

The UP government gave permission to run the buses sent by Congress. #shameful
This is not a train #Modi_T This is not a jam #Priyanka_Gandhi ji has prepared 1000 buses in Uttar Pradesh t",google/gemini-2.5-flash-lite,instruction_estonian,UNCERTAIN,UNCERTAIN
123,english,fake,"great news 

The UP government gave permission to run the buses sent by Congress. #shameful
This is not a train #Modi_T This is not a jam #Priyanka_Gandhi ji has prepared 1000 buses in Uttar Pradesh t",deepseek/deepseek-v4-flash,instruction_english,FAKE,FAKE
123,english,fake,"great news 

The UP government gave permission to run the buses sent by Congress. #shameful
This is not a train #Modi_T This is not a jam #Priyanka_Gandhi ji has prepared 1000 buses in Uttar Pradesh t",deepseek/deepseek-v4-flash,instruction_hindi,[API_ERROR: 'NoneType' object has no attribute 'strip'],UNPARSEABLE
123,english,fake,"great news 

The UP government gave permission to run the buses sent by Congress. #shameful
This is not a train #Modi_T This is not a jam #Priyanka_Gandhi ji has prepared 1000 buses in Uttar Pradesh t",deepseek/deepseek-v4-flash,instruction_estonian,UNCERTAIN,UNCERTAIN
4344,english,fake,Sanjay Raut's knowledge on Ayurvedic eggs. The thinking of such Shiv Sena leaders has brought the party to a low level today.,google/gemini-2.5-flash-lite,instruction_english,UNCERTAIN,UNCERTAIN
4344,english,fake,Sanjay Raut's knowledge on Ayurvedic eggs. The thinking of such Shiv Sena leaders has brought the party to a low level today.,google/gemini-2.5-flash-lite,instruction_hindi,UNCERTAIN,UNCERTAIN
4344,english,fake,Sanjay Raut's knowledge on Ayurvedic eggs. The thinking of such Shiv Sena leaders has brought the party to a low level today.,google/gemini-2.5-flash-lite,instruction_estonian,UNCERTAIN,UNCERTAIN
4344,english,fake,Sanjay Raut's knowledge on Ayurvedic eggs. The thinking of such Shiv Sena leaders has brought the party to a low level today.,deepseek/deepseek-v4-flash,instruction_english,[API_ERROR: 'NoneType' object has no attribute 'strip'],UNPARSEABLE
4344,english,fake,Sanjay Raut's knowledge on Ayurvedic eggs. The thinking of such Shiv Sena leaders has brought the party to a low level today.,deepseek/deepseek-v4-flash,instruction_hindi,UNCERTAIN,UNCERTAIN
4344,english,fake,Sanjay Raut's knowledge on Ayurvedic eggs. The thinking of such Shiv Sena leaders has brought the party to a low level today.,deepseek/deepseek-v4-flash,instruction_estonian,[API_ERROR: 'NoneType' object has no attribute 'strip'],UNPARSEABLE
1266,english,fake,"Not even 24 hours have passed since Congress's victory and slogans have started like, ""We will take Babri Masjid, Pakistan Zindabad.""",google/gemini-2.5-flash-lite,instruction_english,FAKE,FAKE
1266,english,fake,"Not even 24 hours have passed since Congress's victory and slogans have started like, ""We will take Babri Masjid, Pakistan Zindabad.""",google/gemini-2.5-flash-lite,instruction_hindi,FAKE,FAKE
1266,english,fake,"Not even 24 hours have passed since Congress's victory and slogans have started like, ""We will take Babri Masjid, Pakistan Zindabad.""",google/gemini-2.5-flash-lite,instruction_estonian,FAKE,FAKE
1266,english,fake,"Not even 24 hours have passed since Congress's victory and slogans have started like, ""We will take Babri Masjid, Pakistan Zindabad.""",deepseek/deepseek-v4-flash,instruction_english,[API_ERROR: 'NoneType' object has no attribute 'strip'],UNPARSEABLE
1266,english,fake,"Not even 24 hours have passed since Congress's victory and slogans have started like, ""We will take Babri Masjid, Pakistan Zindabad.""",deepseek/deepseek-v4-flash,instruction_hindi,FAKE,FAKE
1266,english,fake,"Not even 24 hours have passed since Congress's victory and slogans have started like, ""We will take Babri Masjid, Pakistan Zindabad.""",deepseek/deepseek-v4-flash,instruction_estonian,FAKE,FAKE
3700,english,fake,Shahrukh Khan has donated Rs 5 crore for the construction of Ram temple.,google/gemini-2.5-flash-lite,instruction_english,UNCERTAIN,UNCERTAIN
3700,english,fake,Shahrukh Khan has donated Rs 5 crore for the construction of Ram temple.,google/gemini-2.5-flash-lite,instruction_hindi,UNCERTAIN,UNCERTAIN
3700,english,fake,Shahrukh Khan has donated Rs 5 crore for the construction of Ram temple.,google/gemini-2.5-flash-lite,instruction_estonian,UNCERTAIN,UNCERTAIN
3700,english,fake,Shahrukh Khan has donated Rs 5 crore for the construction of Ram temple.,deepseek/deepseek-v4-flash,instruction_english,[API_ERROR: 'NoneType' object has no attribute 'strip'],UNPARSEABLE
3700,english,fake,Shahrukh Khan has donated Rs 5 crore for the construction of Ram temple.,deepseek/deepseek-v4-flash,instruction_hindi,[API_ERROR: 'NoneType' object has no attribute 'strip'],UNPARSEABLE
3700,english,fake,Shahrukh Khan has donated Rs 5 crore for the construction of Ram temple.,deepseek/deepseek-v4-flash,instruction_estonian,FAKE,FAKE
298,english,fake,"Tajinder Singh Bagga ate samosas during his hunger strike.

Tajinder Bagga, who was on hunger strike, had not eaten food.",google/gemini-2.5-flash-lite,instruction_english,UNCERTAIN,UNCERTAIN
298,english,fake,"Tajinder Singh Bagga ate samosas during his hunger strike.

Tajinder Bagga, who was on hunger strike, had not eaten food.",google/gemini-2.5-flash-lite,instruction_hindi,FAKE,FAKE
298,english,fake,"Tajinder Singh Bagga ate samosas during his hunger strike.

Tajinder Bagga, who was on hunger strike, had not eaten food.",google/gemini-2.5-flash-lite,instruction_estonian,UNCERTAIN,UNCERTAIN
298,english,fake,"Tajinder Singh Bagga ate samosas during his hunger strike.

Tajinder Bagga, who was on hunger strike, had not eaten food.",deepseek/deepseek-v4-flash,instruction_english,FAKE,FAKE
298,english,fake,"Tajinder Singh Bagga ate samosas during his hunger strike.

Tajinder Bagga, who was on hunger strike, had not eaten food.",deepseek/deepseek-v4-flash,instruction_hindi,[API_ERROR: 'NoneType' object has no attribute 'strip'],UNPARSEABLE
298,english,fake,"Tajinder Singh Bagga ate samosas during his hunger strike.

Tajinder Bagga, who was on hunger strike, had not eaten food.",deepseek/deepseek-v4-flash,instruction_estonian,UNCERTAIN,UNCERTAIN
5273,english,fake,"Whuan Market. China, the origin of #coronavirus.",google/gemini-2.5-flash-lite,instruction_english,UNCERTAIN,UNCERTAIN
5273,english,fake,"Whuan Market. China, the origin of #coronavirus.",google/gemini-2.5-flash-lite,instruction_hindi,UNCERTAIN,UNCERTAIN
5273,english,fake,"Whuan Market. China, the origin of #coronavirus.",google/gemini-2.5-flash-lite,instruction_estonian,UNCERTAIN,UNCERTAIN
5273,english,fake,"Whuan Market. China, the origin of #coronavirus.",deepseek/deepseek-v4-flash,instruction_english,UNCERTAIN,UNCERTAIN
5273,english,fake,"Whuan Market. China, the origin of #coronavirus.",deepseek/deepseek-v4-flash,instruction_hindi,[API_ERROR: 'NoneType' object has no attribute 'strip'],UNPARSEABLE
5273,english,fake,"Whuan Market. China, the origin of #coronavirus.",deepseek/deepseek-v4-flash,instruction_estonian,UNCERTAIN,UNCERTAIN
3364,english,fake,The last photo taken before the crash of Pakistan International Airlines flight 8303 in Jinnah Garden area in Karachi.,google/gemini-2.5-flash-lite,instruction_english,REAL,REAL
3364,english,fake,The last photo taken before the crash of Pakistan International Airlines flight 8303 in Jinnah Garden area in Karachi.,google/gemini-2.5-flash-lite,instruction_hindi,FAKE,FAKE
3364,english,fake,The last photo taken before the crash of Pakistan International Airlines flight 8303 in Jinnah Garden area in Karachi.,google/gemini-2.5-flash-lite,instruction_estonian,REAL,REAL
3364,english,fake,The last photo taken before the crash of Pakistan International Airlines flight 8303 in Jinnah Garden area in Karachi.,deepseek/deepseek-v4-flash,instruction_english,FAKE,FAKE
3364,english,fake,The last photo taken before the crash of Pakistan International Airlines flight 8303 in Jinnah Garden area in Karachi.,deepseek/deepseek-v4-flash,instruction_hindi,REAL,REAL
3364,english,fake,The last photo taken before the crash of Pakistan International Airlines flight 8303 in Jinnah Garden area in Karachi.,deepseek/deepseek-v4-flash,instruction_estonian,FAKE,FAKE
372,english,fake,The government has stopped the process of new recruitments.,google/gemini-2.5-flash-lite,instruction_english,UNCERTAIN,UNCERTAIN
372,english,fake,The government has stopped the process of new recruitments.,google/gemini-2.5-flash-lite,instruction_hindi,UNCERTAIN,UNCERTAIN
372,english,fake,The government has stopped the process of new recruitments.,google/gemini-2.5-flash-lite,instruction_estonian,UNCERTAIN,UNCERTAIN
372,english,fake,The government has stopped the process of new recruitments.,deepseek/deepseek-v4-flash,instruction_english,UNCERTAIN,UNCERTAIN
372,english,fake,The government has stopped the process of new recruitments.,deepseek/deepseek-v4-flash,instruction_hindi,UNCERTAIN,UNCERTAIN
372,english,fake,The government has stopped the process of new recruitments.,deepseek/deepseek-v4-flash,instruction_estonian,UNCERTAIN,UNCERTAIN
5583,english,fake,"Congress has nothing to do with the theft of Rs 9 crore by Kamal Nath's personal secretary. It is not the habit of Congress to do such small thefts.
For so long they were asking 'Where is the black mo",google/gemini-2.5-flash-lite,instruction_english,UNCERTAIN,UNCERTAIN
5583,english,fake,"Congress has nothing to do with the theft of Rs 9 crore by Kamal Nath's personal secretary. It is not the habit of Congress to do such small thefts.
For so long they were asking 'Where is the black mo",google/gemini-2.5-flash-lite,instruction_hindi,UNCERTAIN,UNCERTAIN
5583,english,fake,"Congress has nothing to do with the theft of Rs 9 crore by Kamal Nath's personal secretary. It is not the habit of Congress to do such small thefts.
For so long they were asking 'Where is the black mo",google/gemini-2.5-flash-lite,instruction_estonian,UNCERTAIN,UNCERTAIN
5583,english,fake,"Congress has nothing to do with the theft of Rs 9 crore by Kamal Nath's personal secretary. It is not the habit of Congress to do such small thefts.
For so long they were asking 'Where is the black mo",deepseek/deepseek-v4-flash,instruction_english,UNCERTAIN,UNCERTAIN
5583,english,fake,"Congress has nothing to do with the theft of Rs 9 crore by Kamal Nath's personal secretary. It is not the habit of Congress to do such small thefts.
For so long they were asking 'Where is the black mo",deepseek/deepseek-v4-flash,instruction_hindi,[API_ERROR: 'NoneType' object has no attribute 'strip'],UNPARSEABLE
5583,english,fake,"Congress has nothing to do with the theft of Rs 9 crore by Kamal Nath's personal secretary. It is not the habit of Congress to do such small thefts.
For so long they were asking 'Where is the black mo",deepseek/deepseek-v4-flash,instruction_estonian,[API_ERROR: 'NoneType' object has no attribute 'strip'],UNPARSEABLE
5212,english,fake,"Facebook is going to change its privacy policy from Saturday, June 13. If users do not copy this written message and post it on their wall, they may have to face legal difficulties.",google/gemini-2.5-flash-lite,instruction_english,FAKE,FAKE
5212,english,fake,"Facebook is going to change its privacy policy from Saturday, June 13. If users do not copy this written message and post it on their wall, they may have to face legal difficulties.",google/gemini-2.5-flash-lite,instruction_hindi,FAKE,FAKE
5212,english,fake,"Facebook is going to change its privacy policy from Saturday, June 13. If users do not copy this written message and post it on their wall, they may have to face legal difficulties.",google/gemini-2.5-flash-lite,instruction_estonian,FAKE,FAKE
5212,english,fake,"Facebook is going to change its privacy policy from Saturday, June 13. If users do not copy this written message and post it on their wall, they may have to face legal difficulties.",deepseek/deepseek-v4-flash,instruction_english,FAKE,FAKE
5212,english,fake,"Facebook is going to change its privacy policy from Saturday, June 13. If users do not copy this written message and post it on their wall, they may have to face legal difficulties.",deepseek/deepseek-v4-flash,instruction_hindi,FAKE,FAKE
5212,english,fake,"Facebook is going to change its privacy policy from Saturday, June 13. If users do not copy this written message and post it on their wall, they may have to face legal difficulties.",deepseek/deepseek-v4-flash,instruction_estonian,FAKE,FAKE
1806,english,fake,"@Main_Amitabh @SanjayAzadSln @ArvindKejriwal He is the terrorist who burnt Delhi, he should be chased and beaten like a mad dog.",google/gemini-2.5-flash-lite,instruction_english,UNCERTAIN,UNCERTAIN
1806,english,fake,"@Main_Amitabh @SanjayAzadSln @ArvindKejriwal He is the terrorist who burnt Delhi, he should be chased and beaten like a mad dog.",google/gemini-2.5-flash-lite,instruction_hindi,UNCERTAIN,UNCERTAIN
1806,english,fake,"@Main_Amitabh @SanjayAzadSln @ArvindKejriwal He is the terrorist who burnt Delhi, he should be chased and beaten like a mad dog.",google/gemini-2.5-flash-lite,instruction_estonian,UNCERTAIN,UNCERTAIN
1806,english,fake,"@Main_Amitabh @SanjayAzadSln @ArvindKejriwal He is the terrorist who burnt Delhi, he should be chased and beaten like a mad dog.",deepseek/deepseek-v4-flash,instruction_english,FAKE,FAKE
1806,english,fake,"@Main_Amitabh @SanjayAzadSln @ArvindKejriwal He is the terrorist who burnt Delhi, he should be chased and beaten like a mad dog.",deepseek/deepseek-v4-flash,instruction_hindi,[API_ERROR: 'NoneType' object has no attribute 'strip'],UNPARSEABLE
1806,english,fake,"@Main_Amitabh @SanjayAzadSln @ArvindKejriwal He is the terrorist who burnt Delhi, he should be chased and beaten like a mad dog.",deepseek/deepseek-v4-flash,instruction_estonian,FAKE,FAKE
4262,english,fake,"What is this, a true Muslim can never do this, then what should be meant by this, Shahrukh Khan is not a true Muslim, that too just for two crore rupees..!",google/gemini-2.5-flash-lite,instruction_english,UNCERTAIN,UNCERTAIN
4262,english,fake,"What is this, a true Muslim can never do this, then what should be meant by this, Shahrukh Khan is not a true Muslim, that too just for two crore rupees..!",google/gemini-2.5-flash-lite,instruction_hindi,UNCERTAIN,UNCERTAIN
4262,english,fake,"What is this, a true Muslim can never do this, then what should be meant by this, Shahrukh Khan is not a true Muslim, that too just for two crore rupees..!",google/gemini-2.5-flash-lite,instruction_estonian,UNCERTAIN,UNCERTAIN
4262,english,fake,"What is this, a true Muslim can never do this, then what should be meant by this, Shahrukh Khan is not a true Muslim, that too just for two crore rupees..!",deepseek/deepseek-v4-flash,instruction_english,UNCERTAIN,UNCERTAIN
